customer_id,brand,model,purchase_date,price,transaction_type
8e7124c6-e931-453e-808f-9e49e1291090,Brooks,Glycerin GTS 22,2024-02-23,160,purchase
8e7124c6-e931-453e-808f-9e49e1291090,Mizuno,Wavesky 3,2022-01-24,-160,return
8e7124c6-e931-453e-808f-9e49e1291090,Mizuno,Wavesky 3,2022-01-10,160,purchase
482c0a7b-ea49-4f20-aa48-379a27fdd720,New Balance,1080 10,2020-03-15,160,purchase
482c0a7b-ea49-4f20-aa48-379a27fdd720,Mizuno,Waverider 23,2022-08-18,140,purchase
482c0a7b-ea49-4f20-aa48-379a27fdd720,Saucony,Endorphin Speed 3,2024-06-18,140,purchase
482c0a7b-ea49-4f20-aa48-379a27fdd720,Asics,Kayano 25,2020-01-27,160,purchase
482c0a7b-ea49-4f20-aa48-379a27fdd720,Asics,Nimbus 23,2023-06-10,160,purchase
482c0a7b-ea49-4f20-aa48-379a27fdd720,Brooks,Ghost 15,2024-12-29,-140,return
482c0a7b-ea49-4f20-aa48-379a27fdd720,Brooks,Ghost 15,2024-12-28,140,purchase
be331177-0607-411d-be22-5e2c7d21f74d,Asics,Nimbus 22,2022-04-13,165,purchase
be331177-0607-411d-be22-5e2c7d21f74d,Asics,Nimbus 21,2021-04-10,165,purchase
be331177-0607-411d-be22-5e2c7d21f74d,New Balance,880 12,2022-07-05,165,purchase
be331177-0607-411d-be22-5e2c7d21f74d,Hoka,Clifton 5,2020-07-29,165,purchase
be331177-0607-411d-be22-5e2c7d21f74d,New Balance,880 14,2024-02-12,165,purchase
316ab7a1-85af-4b35-8d93-47c411288f53,Hoka,Bondi 4,2020-02-08,160,purchase
316ab7a1-85af-4b35-8d93-47c411288f53,Nike,Pegasus 35,2020-10-18,140,purchase
316ab7a1-85af-4b35-8d93-47c411288f53,Asics,Cumulus 23,2023-06-10,140,purchase
bf985f2b-c51e-4979-b315-47d8d7998866,Asics,Cumulus 23,2023-07-30,-165,return
bf985f2b-c51e-4979-b315-47d8d7998866,Asics,Cumulus 23,2023-05-20,165,purchase
bf985f2b-c51e-4979-b315-47d8d7998866,New Balance,880 14,2024-07-26,165,purchase
bf985f2b-c51e-4979-b315-47d8d7998866,New Balance,860 10,2020-11-04,-145,return
bf985f2b-c51e-4979-b315-47d8d7998866,New Balance,860 10,2020-06-14,145,purchase
bf985f2b-c51e-4979-b315-47d8d7998866,New Balance,860 13,2023-05-23,145,purchase
eb1b946b-52e9-43e6-9ee9-bc2681ef4f64,Brooks,Glycerin GTS 22,2024-12-20,-160,return
eb1b946b-52e9-43e6-9ee9-bc2681ef4f64,Brooks,Glycerin GTS 22,2024-10-07,160,purchase
eb1b946b-52e9-43e6-9ee9-bc2681ef4f64,New Balance,880 14,2024-08-19,140,purchase
eb1b946b-52e9-43e6-9ee9-bc2681ef4f64,Hoka,Gaviota 2,2022-10-20,160,purchase
109ffef6-2f78-4cf2-8e44-a6adca35333b,Asics,Nimbus 21,2021-07-02,165,purchase
109ffef6-2f78-4cf2-8e44-a6adca35333b,Asics,Kayano 25,2020-12-10,-165,return
109ffef6-2f78-4cf2-8e44-a6adca35333b,Asics,Kayano 25,2020-11-17,165,purchase
109ffef6-2f78-4cf2-8e44-a6adca35333b,Asics,Nimbus 24,2024-04-08,165,purchase
109ffef6-2f78-4cf2-8e44-a6adca35333b,Asics,Cumulus 24,2024-06-26,165,purchase
0414ff0f-db46-4b8a-9499-d94e916dfaf4,ON,Cloudrunner 1,2021-10-18,160,purchase
0414ff0f-db46-4b8a-9499-d94e916dfaf4,Mizuno,Wavesky 4,2023-07-28,160,purchase
0414ff0f-db46-4b8a-9499-d94e916dfaf4,ON,Cloudflow 1,2020-12-27,-160,return
0414ff0f-db46-4b8a-9499-d94e916dfaf4,ON,Cloudflow 1,2020-08-02,160,purchase
0c355e09-aa77-472b-a98a-d26aa1cd5d64,Nike,Vomero 16,2024-01-17,160,purchase
0c355e09-aa77-472b-a98a-d26aa1cd5d64,Brooks,Glycerin 18,2022-11-10,160,purchase
0c355e09-aa77-472b-a98a-d26aa1cd5d64,Asics,Kayano 28,2023-04-26,160,purchase
0c355e09-aa77-472b-a98a-d26aa1cd5d64,Mizuno,Wavesky 2,2021-11-05,160,purchase
f1b4c738-39ff-4d7a-b25c-59fb3dde0026,ON,Cloudrunner 1,2024-05-20,160,purchase
f1b4c738-39ff-4d7a-b25c-59fb3dde0026,Nike,Structure 21,2021-12-09,160,purchase
f1b4c738-39ff-4d7a-b25c-59fb3dde0026,ON,Cloudmonster 1,2024-12-02,160,purchase
f1b4c738-39ff-4d7a-b25c-59fb3dde0026,ON,Cloudsurfer 2,2020-02-20,140,purchase
f1b4c738-39ff-4d7a-b25c-59fb3dde0026,New Balance,880 13,2023-04-02,140,purchase
f1b4c738-39ff-4d7a-b25c-59fb3dde0026,Nike,Structure 23,2023-12-18,160,purchase
8a274fe6-1f85-488e-9740-231572516a43,Hoka,Clifton 7,2022-12-07,165,purchase
8a274fe6-1f85-488e-9740-231572516a43,Asics,Nimbus 21,2021-09-10,165,purchase
8a274fe6-1f85-488e-9740-231572516a43,Asics,Kayano 27,2022-02-26,165,purchase
0043ea10-52d2-45d3-bc94-08a52a210aed,New Balance,880 14,2024-11-13,165,purchase
0043ea10-52d2-45d3-bc94-08a52a210aed,New Balance,880 14,2024-06-02,165,purchase
0043ea10-52d2-45d3-bc94-08a52a210aed,New Balance,1080 11,2021-06-01,165,purchase
0043ea10-52d2-45d3-bc94-08a52a210aed,Asics,Nimbus 24,2024-11-01,165,purchase
0043ea10-52d2-45d3-bc94-08a52a210aed,Asics,GT-2000 11,2024-07-03,145,purchase
0043ea10-52d2-45d3-bc94-08a52a210aed,Hoka,Arahi 5,2023-05-25,145,purchase
5e7ea838-7414-4a32-8f8e-1b3b698f2d66,Nike,Structure 22,2022-12-15,160,purchase
5e7ea838-7414-4a32-8f8e-1b3b698f2d66,Brooks,Glycerin GTS 20,2022-08-22,160,purchase
5e7ea838-7414-4a32-8f8e-1b3b698f2d66,Brooks,Glycerin 17,2021-04-18,160,purchase
3a9273cd-e88b-4d6e-a138-8c79bb8f8957,Asics,GT-2000 7,2020-08-26,-145,return
3a9273cd-e88b-4d6e-a138-8c79bb8f8957,Asics,GT-2000 7,2020-08-11,145,purchase
3a9273cd-e88b-4d6e-a138-8c79bb8f8957,Asics,Cumulus 20,2020-12-14,-165,return
3a9273cd-e88b-4d6e-a138-8c79bb8f8957,Asics,Cumulus 20,2020-04-27,165,purchase
3a9273cd-e88b-4d6e-a138-8c79bb8f8957,Asics,Cumulus 21,2021-07-14,165,purchase
345185f4-1332-4abc-a903-f64d8d2923f5,Nike,Invincible 1,2020-12-09,160,purchase
345185f4-1332-4abc-a903-f64d8d2923f5,ON,Cloudsurfer 5,2023-12-01,140,purchase
345185f4-1332-4abc-a903-f64d8d2923f5,Saucony,Endorphin Speed 3,2024-04-06,140,purchase
345185f4-1332-4abc-a903-f64d8d2923f5,New Balance,880 13,2023-07-23,140,purchase
86e6c1cc-9754-42d0-ae0e-b5a0c1bd7a82,Saucony,Endorphin Speed 1,2022-02-10,140,purchase
86e6c1cc-9754-42d0-ae0e-b5a0c1bd7a82,Mizuno,Waverider 22,2021-10-13,140,purchase
86e6c1cc-9754-42d0-ae0e-b5a0c1bd7a82,Brooks,Glycerin 19,2023-02-08,160,purchase
86e6c1cc-9754-42d0-ae0e-b5a0c1bd7a82,Hoka,Bondi 8,2024-01-09,160,purchase
86e6c1cc-9754-42d0-ae0e-b5a0c1bd7a82,Mizuno,Waverider 21,2020-03-12,140,purchase
7f0fca4b-1572-4a6a-98f5-83ff1c86ad95,Asics,Kayano 26,2021-03-06,165,purchase
7f0fca4b-1572-4a6a-98f5-83ff1c86ad95,Asics,GT-2000 9,2022-04-25,145,purchase
7f0fca4b-1572-4a6a-98f5-83ff1c86ad95,New Balance,880 14,2024-07-28,165,purchase
7f0fca4b-1572-4a6a-98f5-83ff1c86ad95,New Balance,860 14,2024-11-14,145,purchase
7f0fca4b-1572-4a6a-98f5-83ff1c86ad95,Asics,Nimbus 24,2024-08-08,165,purchase
8824bddc-ddcb-40d0-9a0a-e74517cd800f,Asics,GT-2000 9,2022-03-30,160,purchase
8824bddc-ddcb-40d0-9a0a-e74517cd800f,ON,Cloudrunner 1,2024-09-22,160,purchase
8824bddc-ddcb-40d0-9a0a-e74517cd800f,Saucony,Endorphin Speed 1,2020-01-25,140,purchase
8824bddc-ddcb-40d0-9a0a-e74517cd800f,Hoka,Bondi 5,2021-08-14,160,purchase
8824bddc-ddcb-40d0-9a0a-e74517cd800f,Mizuno,Waverider 25,2024-09-11,140,purchase
3a400d7e-5cdb-47b6-bed9-9d617cd488c7,Mizuno,Waveinspire 17,2023-06-20,160,purchase
3a400d7e-5cdb-47b6-bed9-9d617cd488c7,New Balance,880 11,2021-05-30,140,purchase
3a400d7e-5cdb-47b6-bed9-9d617cd488c7,Brooks,Glycerin GTS 18,2020-02-29,160,purchase
bb48c1ae-ffa2-4a37-b021-5692add3ab69,Hoka,Arahi 6,2024-09-15,145,purchase
bb48c1ae-ffa2-4a37-b021-5692add3ab69,Hoka,Bondi 6,2022-11-17,165,purchase
bb48c1ae-ffa2-4a37-b021-5692add3ab69,New Balance,860 10,2020-12-15,145,purchase
76f7aa0e-9af0-403a-925c-5d1f60f08a20,Asics,Kayano 26,2021-04-19,165,purchase
76f7aa0e-9af0-403a-925c-5d1f60f08a20,Asics,GT-2000 8,2021-02-24,145,purchase
76f7aa0e-9af0-403a-925c-5d1f60f08a20,New Balance,860 14,2024-02-02,145,purchase
d7216d59-f062-4c00-8fb1-ce07b4f56b64,Brooks,Glycerin GTS 21,2023-06-07,160,purchase
d7216d59-f062-4c00-8fb1-ce07b4f56b64,Mizuno,Waveinspire 17,2023-07-09,160,purchase
d7216d59-f062-4c00-8fb1-ce07b4f56b64,Brooks,Ghost 14,2023-02-01,140,purchase
d7216d59-f062-4c00-8fb1-ce07b4f56b64,Brooks,Glycerin GTS 18,2020-07-18,160,purchase
9946a81b-8512-4f90-a01e-d3d54a7e52a2,Asics,Nimbus 21,2021-12-24,165,purchase
9946a81b-8512-4f90-a01e-d3d54a7e52a2,Hoka,Gaviota 3,2023-08-28,165,purchase
9946a81b-8512-4f90-a01e-d3d54a7e52a2,Hoka,Gaviota 2,2022-05-08,165,purchase
9946a81b-8512-4f90-a01e-d3d54a7e52a2,Asics,GT-2000 10,2023-02-22,145,purchase
c8d2d76d-0566-412f-b118-021320bba756,Hoka,Clifton 7,2022-06-25,140,purchase
c8d2d76d-0566-412f-b118-021320bba756,Saucony,Ride 13,2022-09-18,140,purchase
c8d2d76d-0566-412f-b118-021320bba756,Mizuno,Waveinspire 17,2023-11-02,-160,return
c8d2d76d-0566-412f-b118-021320bba756,Mizuno,Waveinspire 17,2023-08-24,160,purchase
b268c8ec-39ce-489c-a58f-3c278a408e35,New Balance,1080 10,2020-10-09,160,purchase
b268c8ec-39ce-489c-a58f-3c278a408e35,New Balance,1080 13,2023-01-27,160,purchase
b268c8ec-39ce-489c-a58f-3c278a408e35,New Balance,860 13,2023-03-26,160,purchase
b268c8ec-39ce-489c-a58f-3c278a408e35,ON,Cloudrunner 1,2022-01-04,160,purchase
44fe10c4-bb57-41e0-8db7-323259f69323,Brooks,Glycerin 19,2023-08-26,160,purchase
44fe10c4-bb57-41e0-8db7-323259f69323,Brooks,Ghost 12,2021-03-25,-140,return
44fe10c4-bb57-41e0-8db7-323259f69323,Brooks,Ghost 12,2021-01-01,140,purchase
44fe10c4-bb57-41e0-8db7-323259f69323,New Balance,880 10,2020-10-11,-140,return
44fe10c4-bb57-41e0-8db7-323259f69323,New Balance,880 10,2020-06-06,140,purchase
44fe10c4-bb57-41e0-8db7-323259f69323,Brooks,Ghost 13,2022-01-14,140,purchase
44fe10c4-bb57-41e0-8db7-323259f69323,Asics,Nimbus 23,2023-08-19,160,purchase
44fe10c4-bb57-41e0-8db7-323259f69323,Hoka,Arahi 5,2023-10-30,160,purchase
6b9126b5-f818-43fd-b267-39a95d0dba5c,Mizuno,Wavesky 4,2023-08-29,160,purchase
6b9126b5-f818-43fd-b267-39a95d0dba5c,Asics,Nimbus 23,2023-09-17,160,purchase
6b9126b5-f818-43fd-b267-39a95d0dba5c,New Balance,860 12,2022-01-14,160,purchase
6b9126b5-f818-43fd-b267-39a95d0dba5c,Mizuno,Waverider 22,2021-03-22,140,purchase
6b9126b5-f818-43fd-b267-39a95d0dba5c,Asics,GT-2000 7,2020-11-25,160,purchase
6b9126b5-f818-43fd-b267-39a95d0dba5c,Mizuno,Wavesky 1,2020-08-15,160,purchase
e221d40b-a159-4ce1-aecf-8cb8728ee770,Saucony,Guide 14,2023-03-20,160,purchase
e221d40b-a159-4ce1-aecf-8cb8728ee770,ON,Cloudsurfer 2,2020-05-18,140,purchase
e221d40b-a159-4ce1-aecf-8cb8728ee770,ON,Cloudrunner 1,2021-01-31,160,purchase
e221d40b-a159-4ce1-aecf-8cb8728ee770,Nike,Invincible 1,2021-11-08,160,purchase
c7d6ff78-1e69-4d39-b86a-42d56d85df26,New Balance,860 11,2021-02-15,145,purchase
c7d6ff78-1e69-4d39-b86a-42d56d85df26,Asics,Cumulus 20,2020-03-06,165,purchase
c7d6ff78-1e69-4d39-b86a-42d56d85df26,Asics,GT-2000 8,2021-03-17,145,purchase
c7d6ff78-1e69-4d39-b86a-42d56d85df26,Hoka,Gaviota 1,2021-12-26,165,purchase
be101c06-d623-4e27-9c37-0dd2b48dac7a,New Balance,1080 12,2022-06-09,160,purchase
be101c06-d623-4e27-9c37-0dd2b48dac7a,Mizuno,Waverider 23,2022-12-28,-140,return
be101c06-d623-4e27-9c37-0dd2b48dac7a,Mizuno,Waverider 23,2022-11-18,140,purchase
be101c06-d623-4e27-9c37-0dd2b48dac7a,Asics,Nimbus 22,2022-11-21,160,purchase
be101c06-d623-4e27-9c37-0dd2b48dac7a,Asics,Cumulus 23,2023-08-25,140,purchase
4308a2bc-079d-4ac8-9dfb-9e08c6bb4a5b,ON,Cloudflow 1,2020-09-25,160,purchase
4308a2bc-079d-4ac8-9dfb-9e08c6bb4a5b,ON,Cloudsurfer 2,2020-10-11,140,purchase
4308a2bc-079d-4ac8-9dfb-9e08c6bb4a5b,Nike,Structure 20,2020-10-28,160,purchase
4308a2bc-079d-4ac8-9dfb-9e08c6bb4a5b,ON,Cloudsurfer 3,2021-10-12,140,purchase
4308a2bc-079d-4ac8-9dfb-9e08c6bb4a5b,ON,Cloudflow 3,2023-03-04,160,purchase
1abe1687-7558-4148-bfe7-1e89b9ff2a84,ON,Cloudrunner 1,2021-09-26,160,purchase
1abe1687-7558-4148-bfe7-1e89b9ff2a84,Mizuno,Waverider 21,2020-09-09,140,purchase
1abe1687-7558-4148-bfe7-1e89b9ff2a84,Nike,Vomero 14,2022-03-29,160,purchase
1abe1687-7558-4148-bfe7-1e89b9ff2a84,Brooks,Adrenaline 20,2022-07-04,160,purchase
9f087529-1b8c-4aed-908a-8e96c8728b09,Nike,Pegasus 36,2021-08-06,140,purchase
9f087529-1b8c-4aed-908a-8e96c8728b09,New Balance,860 10,2020-03-10,160,purchase
9f087529-1b8c-4aed-908a-8e96c8728b09,New Balance,1080 14,2024-12-29,-160,return
9f087529-1b8c-4aed-908a-8e96c8728b09,New Balance,1080 14,2024-09-07,160,purchase
9f087529-1b8c-4aed-908a-8e96c8728b09,ON,Cloudrunner 1,2023-12-22,160,purchase
bde02944-a707-4575-9824-701150eeb3b5,ON,Cloudflow 3,2023-10-03,160,purchase
bde02944-a707-4575-9824-701150eeb3b5,ON,Cloudrunner 1,2022-11-15,160,purchase
bde02944-a707-4575-9824-701150eeb3b5,Brooks,Glycerin 17,2021-01-28,160,purchase
23584287-d224-48a4-a21c-565620de578d,Nike,Vomero 15,2023-07-17,160,purchase
23584287-d224-48a4-a21c-565620de578d,New Balance,860 12,2022-12-10,160,purchase
23584287-d224-48a4-a21c-565620de578d,Nike,Invincible 3,2024-10-07,160,purchase
23584287-d224-48a4-a21c-565620de578d,New Balance,880 11,2021-04-18,140,purchase
23584287-d224-48a4-a21c-565620de578d,New Balance,880 12,2022-02-01,140,purchase
8bbf4b4b-c642-4690-8a0a-8490dc4126da,Hoka,Bondi 4,2020-06-21,160,purchase
8bbf4b4b-c642-4690-8a0a-8490dc4126da,Nike,Pegasus 37,2022-06-20,140,purchase
8bbf4b4b-c642-4690-8a0a-8490dc4126da,Mizuno,Wavesky 1,2020-10-25,160,purchase
8bbf4b4b-c642-4690-8a0a-8490dc4126da,Brooks,Ghost 14,2023-07-05,140,purchase
78131896-242b-41a1-9349-69da3dac40f4,Nike,Structure 22,2022-03-04,160,purchase
78131896-242b-41a1-9349-69da3dac40f4,Nike,Vomero 13,2021-08-10,160,purchase
78131896-242b-41a1-9349-69da3dac40f4,ON,Cloudflow 1,2021-08-02,-160,return
78131896-242b-41a1-9349-69da3dac40f4,ON,Cloudflow 1,2021-07-03,160,purchase
26877ddd-4768-441d-b7bf-e441d239dd8d,Brooks,Adrenaline 19,2021-07-04,160,purchase
26877ddd-4768-441d-b7bf-e441d239dd8d,New Balance,860 11,2021-02-25,160,purchase
26877ddd-4768-441d-b7bf-e441d239dd8d,Nike,Vomero 14,2022-12-15,160,purchase
26877ddd-4768-441d-b7bf-e441d239dd8d,Saucony,Endorphin Speed 1,2022-05-21,140,purchase
26877ddd-4768-441d-b7bf-e441d239dd8d,Nike,Pegasus 39,2024-05-13,140,purchase
26877ddd-4768-441d-b7bf-e441d239dd8d,ON,Cloudmonster 1,2021-05-11,160,purchase
8c48f565-179c-4e53-9a05-63f60f84eea1,Hoka,Gaviota 3,2023-12-22,165,purchase
8c48f565-179c-4e53-9a05-63f60f84eea1,Asics,GT-2000 11,2024-10-31,145,purchase
8c48f565-179c-4e53-9a05-63f60f84eea1,Asics,GT-2000 10,2023-01-10,145,purchase
8c48f565-179c-4e53-9a05-63f60f84eea1,Hoka,Arahi 6,2024-10-07,-145,return
8c48f565-179c-4e53-9a05-63f60f84eea1,Hoka,Arahi 6,2024-07-17,145,purchase
8c48f565-179c-4e53-9a05-63f60f84eea1,Asics,Kayano 25,2020-06-10,165,purchase
8c48f565-179c-4e53-9a05-63f60f84eea1,Asics,GT-2000 7,2020-12-25,145,purchase
ffc6822d-0d02-45ea-8dad-8502b798a079,Hoka,Arahi 5,2023-01-28,160,purchase
ffc6822d-0d02-45ea-8dad-8502b798a079,Saucony,Ride 12,2021-09-06,140,purchase
ffc6822d-0d02-45ea-8dad-8502b798a079,ON,Cloudsurfer 5,2023-01-17,140,purchase
ffc6822d-0d02-45ea-8dad-8502b798a079,Saucony,Guide 11,2020-08-23,160,purchase
97e5a541-591c-4bca-88a5-9cfd0dba6df0,Nike,Structure 20,2020-04-15,160,purchase
97e5a541-591c-4bca-88a5-9cfd0dba6df0,New Balance,860 10,2020-07-16,160,purchase
97e5a541-591c-4bca-88a5-9cfd0dba6df0,Hoka,Clifton 5,2020-12-18,140,purchase
97e5a541-591c-4bca-88a5-9cfd0dba6df0,ON,Cloudrunner 1,2024-05-28,160,purchase
da816d2b-952b-47f1-9683-0c848a6d7f2f,Hoka,Arahi 6,2024-12-27,160,purchase
da816d2b-952b-47f1-9683-0c848a6d7f2f,ON,Cloudflow 2,2022-01-07,160,purchase
da816d2b-952b-47f1-9683-0c848a6d7f2f,Hoka,Clifton 7,2022-12-11,-140,return
da816d2b-952b-47f1-9683-0c848a6d7f2f,Hoka,Clifton 7,2022-05-13,140,purchase
da816d2b-952b-47f1-9683-0c848a6d7f2f,Saucony,Ride 15,2024-08-03,140,purchase
da816d2b-952b-47f1-9683-0c848a6d7f2f,New Balance,1080 14,2024-04-27,160,purchase
da816d2b-952b-47f1-9683-0c848a6d7f2f,Hoka,Bondi 7,2023-09-15,160,purchase
a5098912-d97b-4f22-9509-ac135ec7dcd8,Mizuno,Waveinspire 17,2023-06-08,160,purchase
a5098912-d97b-4f22-9509-ac135ec7dcd8,Hoka,Gaviota 4,2024-11-30,-160,return
a5098912-d97b-4f22-9509-ac135ec7dcd8,Hoka,Gaviota 4,2024-10-18,160,purchase
a5098912-d97b-4f22-9509-ac135ec7dcd8,Asics,Cumulus 23,2023-07-31,140,purchase
a5098912-d97b-4f22-9509-ac135ec7dcd8,New Balance,1080 14,2024-11-09,160,purchase
a5098912-d97b-4f22-9509-ac135ec7dcd8,Nike,Invincible 1,2021-12-29,160,purchase
1b5e3c97-a459-4309-9fc3-ba22d7dd3718,Asics,GT-2000 7,2020-03-05,145,purchase
1b5e3c97-a459-4309-9fc3-ba22d7dd3718,Asics,Cumulus 24,2024-02-04,165,purchase
1b5e3c97-a459-4309-9fc3-ba22d7dd3718,Asics,GT-2000 11,2024-10-04,145,purchase
83c6938e-1ed1-464d-af59-932976d79928,Nike,Structure 20,2020-01-10,160,purchase
83c6938e-1ed1-464d-af59-932976d79928,Brooks,Ghost 15,2024-12-29,140,purchase
83c6938e-1ed1-464d-af59-932976d79928,Brooks,Glycerin GTS 21,2023-06-04,160,purchase
83c6938e-1ed1-464d-af59-932976d79928,Asics,Cumulus 22,2022-03-30,140,purchase
83c6938e-1ed1-464d-af59-932976d79928,Asics,Kayano 29,2024-06-09,160,purchase
83c6938e-1ed1-464d-af59-932976d79928,Brooks,Glycerin GTS 20,2022-10-24,160,purchase
e38bce4a-0ebc-40d0-92aa-955cd3e2b854,Asics,Kayano 25,2020-07-20,165,purchase
e38bce4a-0ebc-40d0-92aa-955cd3e2b854,New Balance,1080 12,2022-06-26,165,purchase
e38bce4a-0ebc-40d0-92aa-955cd3e2b854,Asics,Nimbus 21,2021-10-11,165,purchase
e38bce4a-0ebc-40d0-92aa-955cd3e2b854,Asics,Cumulus 20,2020-12-29,165,purchase
4077cef5-0d9f-449d-b401-0df9e7347505,Hoka,Bondi 5,2021-12-14,-160,return
4077cef5-0d9f-449d-b401-0df9e7347505,Hoka,Bondi 5,2021-08-26,160,purchase
4077cef5-0d9f-449d-b401-0df9e7347505,New Balance,860 12,2022-04-04,160,purchase
4077cef5-0d9f-449d-b401-0df9e7347505,Saucony,Guide 13,2022-09-14,160,purchase
4077cef5-0d9f-449d-b401-0df9e7347505,Mizuno,Waverider 21,2020-09-27,-140,return
4077cef5-0d9f-449d-b401-0df9e7347505,Mizuno,Waverider 21,2020-08-13,140,purchase
7a1727c7-863d-453f-9251-0c96a131015e,Saucony,Ride 13,2022-02-26,140,purchase
7a1727c7-863d-453f-9251-0c96a131015e,Hoka,Clifton 7,2022-05-10,140,purchase
7a1727c7-863d-453f-9251-0c96a131015e,ON,Cloudmonster 1,2024-12-27,160,purchase
7a1727c7-863d-453f-9251-0c96a131015e,Nike,Pegasus 35,2020-06-08,140,purchase
7a1727c7-863d-453f-9251-0c96a131015e,Hoka,Bondi 4,2020-10-24,160,purchase
7feaaddb-dafc-4870-9d17-fd7429cb2d41,Asics,GT-2000 9,2022-12-04,145,purchase
7feaaddb-dafc-4870-9d17-fd7429cb2d41,New Balance,1080 13,2023-11-26,165,purchase
7feaaddb-dafc-4870-9d17-fd7429cb2d41,Asics,Kayano 28,2023-03-25,165,purchase
7feaaddb-dafc-4870-9d17-fd7429cb2d41,Asics,Kayano 27,2022-05-17,165,purchase
7feaaddb-dafc-4870-9d17-fd7429cb2d41,Hoka,Arahi 6,2024-06-10,145,purchase
7feaaddb-dafc-4870-9d17-fd7429cb2d41,Asics,Kayano 29,2024-07-17,165,purchase
928ddd73-2a13-42c8-b547-7f8b200f3a65,New Balance,880 12,2022-06-09,140,purchase
928ddd73-2a13-42c8-b547-7f8b200f3a65,New Balance,860 11,2021-09-30,160,purchase
928ddd73-2a13-42c8-b547-7f8b200f3a65,ON,Cloudrunner 1,2020-02-16,160,purchase
928ddd73-2a13-42c8-b547-7f8b200f3a65,ON,Cloudmonster 1,2024-06-13,160,purchase
0bc2847c-b03c-41f8-82e1-6576bfa5f768,Asics,Nimbus 21,2021-03-29,165,purchase
0bc2847c-b03c-41f8-82e1-6576bfa5f768,New Balance,860 14,2024-09-16,145,purchase
0bc2847c-b03c-41f8-82e1-6576bfa5f768,New Balance,880 11,2021-09-27,165,purchase
0bc2847c-b03c-41f8-82e1-6576bfa5f768,Asics,GT-2000 10,2023-08-04,145,purchase
0bc2847c-b03c-41f8-82e1-6576bfa5f768,Asics,GT-2000 8,2021-10-03,145,purchase
0bc2847c-b03c-41f8-82e1-6576bfa5f768,Hoka,Arahi 4,2022-04-18,145,purchase
2baa3e63-409b-4112-acff-5e182a9bcf19,ON,Cloudflow 1,2020-10-08,160,purchase
2baa3e63-409b-4112-acff-5e182a9bcf19,Nike,Structure 24,2024-06-11,160,purchase
2baa3e63-409b-4112-acff-5e182a9bcf19,Hoka,Arahi 4,2022-08-15,160,purchase
2baa3e63-409b-4112-acff-5e182a9bcf19,Hoka,Gaviota 2,2022-03-06,160,purchase
2baa3e63-409b-4112-acff-5e182a9bcf19,Nike,Structure 21,2021-09-11,160,purchase
2baa3e63-409b-4112-acff-5e182a9bcf19,Brooks,Glycerin 18,2022-08-03,160,purchase
f3796ad5-4a42-4021-866b-066ed824e889,Nike,Vomero 13,2021-04-23,160,purchase
f3796ad5-4a42-4021-866b-066ed824e889,New Balance,880 10,2020-09-18,-140,return
f3796ad5-4a42-4021-866b-066ed824e889,New Balance,880 10,2020-05-31,140,purchase
f3796ad5-4a42-4021-866b-066ed824e889,ON,Cloudsurfer 2,2020-03-07,140,purchase
f3796ad5-4a42-4021-866b-066ed824e889,ON,Cloudsurfer 5,2023-03-04,140,purchase
f3796ad5-4a42-4021-866b-066ed824e889,ON,Cloudmonster 1,2020-01-25,160,purchase
38de6d89-6f89-44ea-9f4c-727a3859b798,Nike,Pegasus 36,2021-07-19,140,purchase
38de6d89-6f89-44ea-9f4c-727a3859b798,Saucony,Guide 15,2024-12-13,160,purchase
38de6d89-6f89-44ea-9f4c-727a3859b798,ON,Cloudflow 1,2020-09-26,160,purchase
38de6d89-6f89-44ea-9f4c-727a3859b798,ON,Cloudsurfer 5,2023-01-17,140,purchase
38de6d89-6f89-44ea-9f4c-727a3859b798,Mizuno,Waveinspire 14,2020-06-10,160,purchase
38de6d89-6f89-44ea-9f4c-727a3859b798,Saucony,Endorphin Speed 2,2023-06-07,140,purchase
615facd9-4dd6-4e0b-836d-68e47b8b8cab,Nike,Pegasus 38,2023-04-08,140,purchase
615facd9-4dd6-4e0b-836d-68e47b8b8cab,ON,Cloudflow 4,2024-04-19,160,purchase
615facd9-4dd6-4e0b-836d-68e47b8b8cab,ON,Cloudmonster 1,2021-02-23,160,purchase
615facd9-4dd6-4e0b-836d-68e47b8b8cab,New Balance,880 13,2023-05-28,140,purchase
615facd9-4dd6-4e0b-836d-68e47b8b8cab,New Balance,860 14,2024-12-09,160,purchase
615facd9-4dd6-4e0b-836d-68e47b8b8cab,ON,Cloudrunner 1,2020-01-03,160,purchase
94d8c1ea-2849-4a4b-9728-80f97eec3ec9,Saucony,Ride 14,2023-06-19,140,purchase
94d8c1ea-2849-4a4b-9728-80f97eec3ec9,Asics,Cumulus 24,2024-11-24,140,purchase
94d8c1ea-2849-4a4b-9728-80f97eec3ec9,New Balance,880 12,2022-12-01,140,purchase
94d8c1ea-2849-4a4b-9728-80f97eec3ec9,Mizuno,Waverider 25,2024-06-22,140,purchase
94d8c1ea-2849-4a4b-9728-80f97eec3ec9,Hoka,Clifton 6,2021-08-11,140,purchase
94d8c1ea-2849-4a4b-9728-80f97eec3ec9,Asics,GT-2000 7,2020-05-13,160,purchase
8edaa26a-e002-4172-8e86-9e2e5ca60607,ON,Cloudrunner 1,2024-01-01,160,purchase
